age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;hours_per_week;country;salary
(37,43];Private;218558;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;336598;<= 12th;[1,8];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;<40;Non-US;0
(21,23];Private;308205;Associate;(10,12];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Local-gov;357173;Associate;(10,12];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;457237;Masters;(13,16];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-inc;284799;Some-college;(9,10];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;179423;Some-college;(9,10];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Self-emp-not-inc;363405;Bachelors;(12,13];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Female;>40;US;1
[17,21];Private;139183;<= 12th;[1,8];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(35,37];Private;203482;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;112554;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;99476;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;93690;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;220585;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Self-emp-not-inc;194638;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;154785;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Other;162108;Bachelors;(12,13];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(21,23];Self-emp-inc;214542;Some-college;(9,10];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;161922;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;207940;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;Other;Male;40;US;1
(25,29];Private;259351;<= 12th;[1,8];Spouseless;Service;Child or other relative;Other;Male;40;Non-US;0
(54,61];Private;208395;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;116391;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;239781;<= 12th;[1,8];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(54,61];Private;174351;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(43,54];Self-emp-not-inc;44368;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;1
(29,33];Local-gov;188798;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Private;50122;Associate;(10,12];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;111398;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(23,25];State-gov;152035;Associate;(10,12];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Other;139003;High School;(8,9];Spouseless;Other;Child or other relative;Other;Female;<40;US;0
(43,54];Local-gov;249289;Bachelors;(12,13];Spouseless;Prof-specialty;Unmarried;Other;Female;40;US;0
(37,43];Private;257726;Some-college;(9,10];Spouseless;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(21,23];Other;113175;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
[17,21];Private;151158;Some-college;(9,10];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(33,35];Private;465326;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Other;356772;High School;(8,9];Spouseless;Other;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;364782;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;198385;<= 12th;[1,8];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;<40;Non-US;0
(29,33];Private;329301;High School;(8,9];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Self-emp-inc;254859;<= 12th;[1,8];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Private;203488;Bachelors;(12,13];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(23,25];Local-gov;222800;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;96452;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;170050;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Local-gov;116580;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(43,54];Private;400004;Some-college;(9,10];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Private;183608;<= 12th;[1,8];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;194055;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(21,23];Private;210443;Bachelors;(12,13];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Private;43272;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Local-gov;108945;Bachelors;(12,13];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(33,35];Private;114691;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
[17,21];Private;304169;<= 12th;[1,8];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;503923;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;Other;Male;40;US;1
(33,35];Private;340428;Bachelors;(12,13];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Female;40;US;1
(43,54];State-gov;106705;Masters;(13,16];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Private;146391;Associate;(10,12];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;235389;<= 12th;[1,8];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;Non-US;0
(25,29];Private;39665;High School;(8,9];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;113823;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Private;217826;High School;(8,9];Spouseless;Craft-repair;Child or other relative;Other;Male;40;Non-US;0
(54,61];Private;349304;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(33,35];Other;197688;High School;(8,9];Spouseless;Other;Not-in-family;Other;Female;40;US;0
(43,54];Private;54507;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;117833;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(35,37];Private;163396;Associate;(10,12];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(61,90];Private;88566;<= 12th;[1,8];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Private;323619;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;75755;Associate;(10,12];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(33,35];Private;148903;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(23,25];Private;40915;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;1
[17,21];Private;182606;Some-college;(9,10];Spouseless;Service;Child or other relative;Other;Male;40;Non-US;0
[17,21];Private;131033;<= 12th;[1,8];Spouseless;Service;Child or other relative;Other;Male;<40;US;0
(33,35];Self-emp-not-inc;168475;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
[17,21];Private;121568;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;139098;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;357338;Bachelors;(12,13];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;283268;Bachelors;(12,13];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;572751;Above Masters;(13,16];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
(37,43];Private;315321;High School;(8,9];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(29,33];Private;120461;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Self-emp-not-inc;65278;Above Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(21,23];Self-emp-not-inc;208503;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Local-gov;112835;Masters;(13,16];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;265038;Some-college;(9,10];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;89478;Some-college;(9,10];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Private;276229;High School;(8,9];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;366232;<= 12th;[1,8];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Female;40;Non-US;0
(25,29];Private;152035;High School;(8,9];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(35,37];Private;205339;Some-college;(9,10];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;75995;High School;(8,9];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(61,90];Self-emp-not-inc;192236;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;US;1
[17,21];Other;188618;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;229737;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Local-gov;199688;Bachelors;(12,13];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;52953;High School;(8,9];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;221043;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(54,61];Federal-gov;115389;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Self-emp-not-inc;204205;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;338816;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
[17,21];Private;197387;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Private;42485;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;367706;Some-college;(9,10];Spouseless;Administration;Child or other relative;Other;Male;40;US;0
(23,25];Private;102493;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;263746;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;115358;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;Other;Female;40;US;0
(43,54];Private;189680;Some-college;(9,10];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Other;282622;High School;(8,9];Spouseless;Other;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(33,35];Private;127651;<= 12th;[1,8];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Male;>40;Non-US;0
(61,90];Private;230823;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
[17,21];Private;300812;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
[17,21];Private;174732;High School;(8,9];Spouseless;Service;Child or other relative;Other;Male;<40;US;0
(43,54];State-gov;183710;Above Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Self-emp-not-inc;137018;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(35,37];Self-emp-inc;213008;Associate;(10,12];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;357848;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(35,37];Private;165799;Masters;(13,16];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Self-emp-not-inc;188571;Associate;(10,12];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;97883;Bachelors;(12,13];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Local-gov;105862;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(37,43];Local-gov;57424;Bachelors;(12,13];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Private;151476;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(21,23];Private;129583;High School;(8,9];Spouseless;Service;Child or other relative;Other;Female;<40;US;0
(54,61];Private;180920;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Self-emp-not-inc;182416;High School;(8,9];Spouseless;Sales;Unmarried;Other;Female;>40;US;0
(23,25];Private;251915;Bachelors;(12,13];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Local-gov;187127;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;69045;Some-college;(9,10];Spouseless;Sales;Not-in-family;Other;Male;40;Non-US;0
(54,61];Private;192869;Masters;(13,16];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Private;74163;<= 12th;[1,8];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(21,23];Private;60847;Associate;(10,12];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
[17,21];Other;213055;<= 12th;[1,8];Spouseless;Other;Not-in-family;Other;Female;<40;US;0
(61,90];Self-emp-not-inc;116057;High School;(8,9];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;82393;Bachelors;(12,13];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Local-gov;134181;Bachelors;(12,13];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Private;159910;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;Other;Male;40;US;1
(29,33];Self-emp-inc;117570;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Self-emp-inc;214169;High School;(8,9];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;56331;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;35576;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(54,61];Self-emp-not-inc;149168;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;157165;Some-college;(9,10];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(23,25];Private;278130;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;257200;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;283122;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(21,23];Private;580248;High School;(8,9];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
